,Company,Title,Description,Location,Salary
153,"
    Paxus",Data Scientist,"
Data Scientist with Python. An initial 06-month contract for Data Scientist join a global IT organisation in Melbourne....",Melbourne VIC,
154,"
    Professional Recruitment Australia",Data Scientist,"
            As well as a big data platform Hadoop and Spark with real time data ingestion and processing. Competitive Salary + Benefits This role is for an experienced Data...",Melbourne VIC,
155,"
    The Australian Marine Conservation Society",Direct Marketing Co-ordinator (part-time),"
            We are a committed group of professional and passionate scientists, educators and advocates who have defended Australia's oceans for over 50 years....",Sydney NSW,
156,"
    Ignite Specialist Recruitment Services",Data Scientist,"
            Working closely with the Head of Data Analytics Manager and build the capability within their Data Analytics offering....",Sydney NSW,
157,"

    Greythorn Specialist Technology Recruitment",Data Scientist,"
            The Data Scientist is responsible for developing, implementing and performing on-going performance. Greythorn has extensive experience in the Data, BI and...",Sydney NSW,
158,"

    Robert Walters",Data Scientist,"
            We're looking for Data Scientists to join our Forward Deployed Data Science team working for an artificial intelligence company....",Sydney Central Business District NSW,
159,"

    Genworth Australia",Senior Quantitative Risk Analyst,"
            Good understanding of data analysis and portfolio reporting. The Quantitative Risk team helps drive the quantitative risk management of Genworth’s LMI portfolio...",Sydney NSW,
160,"
    NSW Institute of Sport",Women's Water Polo Strength & Conditioning Lead,"
            ESSA Sports Scientist Accreditation (desirable). Demonstrated ability to analyse data, interpret results and produce reports for influencing athletic training...",Newington NSW,"<span class=""no-wrap"">
                $93,432 - $97,744 a year</span>"
161,"

    CSIRO",Research Scientist in Applied Biological Modelling,"
            Join CSIRO Data61, the largest data innovation group in Australia. Are you a talented quantitative researcher?...",Hobart TAS,"<span class=""no-wrap"">
                $95,000 - $103,000 a year</span>"
162,"

    CSIRO",Hydrologist (Hydroclimate Forecasting),"
            Scientific programming, data visualisation, and high performance computing experience. CSIRO Land & Water has an outstanding opportunity for an experienced...",Melbourne VIC,"<span class=""no-wrap"">
                $95,000 - $103,000 a year</span>"
163,"

    QBE Insurance",Senior Data Scientist,"
                            Senior Data Scientist. Leading analytical conversation with business centred on ""The art of the possible using data science"", exploring data from a modelling...",Sydney NSW,
164,"
    Black Cat Data",Data Scientist Intern,"
                            Passionate about data science, big data and AI. Data Science technology. Managing the backend systems and importing new data....",Sydney NSW,
165,"

    ignite",Data Scientist,"
                            Working closely with the Head of Data Analytics Manager and build the capability within their Data Analytics offering....",Sydney NSW,"<span class=""no-wrap"">
                $100,000 - $150,000 a year</span>"
166,"

    QBE Insurance",Senior Data Scientist,"
                            Senior Data Scientist. Leading analytical conversation with business centred on ""The art of the possible using data science"", exploring data from a modelling...",Sydney NSW,
167,"
    The Australian Marine Conservation Society",Database Officer,"
            Make a difference as you use your passion for managing and reporting on supporter data to help protect Australia’s oceans....",Sydney NSW,
168,"
    Environment Protection Authority",Senior Applied Scientist - Noise and Vibration,"
            Demonstrated ability to analyse and interpret noise and vibration data and information. Ongoing full time....",Melbourne VIC,"<span class=""no-wrap"">
                $92,253 - $101,935 a year</span>"
169,"

    General Assembly",Instructional Associate - Data Science Immersive,"
            If you are looking to make a life-changing impact by sharing your love for data science with the next generation of developers, analysts, and data scientists we...",Sydney NSW,
170,"
    Ever Better Recruitment (EBR)",Data Scientist,"
            Visualizing data with javascript. As a Data Scientist, you will work on the machine learning platform and actively contribute to the development of our state-of...",Australia,
171,"

    CSIRO",Computational Biologist/Biostatistician (Epigenetics),"
            Demonstrated experience with epigenetic data (e.g. Are you proficient in R with experience analysing (epi)genomics data?...",Sydney NSW,"<span class=""no-wrap"">
                $109,000 - $128,000 a year</span>"
172,"

    Michael Page",Data Analysis,"
Data manipulation - interrogate the data. Data pattern identification. Data Analysis & Development Industry:....",Sydney Central Business District NSW,
173,"
    Firesoft Consulting",Insights Analyst |Statistical |Tableau |Power BI,"
            A chance to join a truly passionate, young and dynamic team of mathematicians, statisticians, data scientists and product analysts tasked with working across...",Sydney NSW,"<span class=""no-wrap"">
                $120,000 - $130,000 a year</span>"
174,"

    Talent International",Data Scientist/Data Analyst,"
            Expertise in business-focused data analysis. Are you a Data Scientist/Data Analyst with advanced knowledge of statistical modelling, SAS, and the analysis of...",Hobart TAS,"<span class=""no-wrap"">
                $500 - $1,000 a day</span>"
175,"
    Correlate Resources",Data Scientist (Loyalty Marketing),"
            A genuine passion to build a career in Data Analytics / Data Science, implementing analytical techniques and concepts such as;...",Sydney NSW,"<span class=""no-wrap"">
                $110,000 - $130,000 a year</span>"
176,"

    Page Personnel",Statistical Analyst,"
            Support the processing of annual product costing data, and data validation processes. Demonstrated experience in the successful development, implementation and...",North Sydney NSW,
177,"

    QBE Insurance",Data Scientist,"
                            Leading analytical conversation with business centred on ""The art of the possible using data science"", exploring data from a modelling perspective, and...",Sydney NSW,
178,"
    Black Cat Data",Data Scientist Intern,"
                            Passionate about data science, big data and AI. Data Science technology. Managing the backend systems and importing new data....",Sydney NSW,
179,"

    ignite",Data Scientist,"
                            Working closely with the Head of Data Analytics Manager and build the capability within their Data Analytics offering....",Sydney NSW,"<span class=""no-wrap"">
                $100,000 - $150,000 a year</span>"
180,"

    QBE Insurance",Senior Data Scientist,"
                            Senior Data Scientist. Leading analytical conversation with business centred on ""The art of the possible using data science"", exploring data from a modelling...",Sydney NSW,
181,"

    CSIRO",Horticultural Engagement Officer,"
            Providing the day-to-day interface between CSIRO scientists, the regulatory and scientific staff within each state, and industry....",Australia,"<span class=""no-wrap"">
                $95,000 - $103,000 a year</span>"
182,"

    IBP",Bilingual Chinese Research and Business Analyst,"
            Job Summary 国际管理咨询公司 IBP 现招聘实习生。公司项目包括影视、投资、慈善等领域。现即招中英双语人材从事电视行业翻译、分析以及商务接洽职位。帮助北美的电影电视公司进军中国市场。要求中英双语写作母语或近母语水平。 Position: Research and Business Analyst ...",Work at Home,
183,"
    Zone IT Solutions","Data Analytics : Alteryx, SAS","
Data scientist perspective (modelling, core statistical competency) -- - this is a musthave...Tools. Demonstrated data analysis and modelling experience....",Sydney NSW,
184,"
    TenX PTE LTD",Research Engineers (Background: Software Engineering),"
            Ethereum smart contracts, bitcoin-based scripting language, blockchain, machine learning, graph algorithms, data integration, distributed algorithms....",Sydney NSW,
185,"

    Hays",Data Scientist,"
            Combining big data analytics technologies and methods, with statistical modelling and data mining. Working with large complex data sets....",Canberra ACT,
186,"
    GMT People",Data Scientist,"
Data Scientists are in hot demand! Well-developed skills using SQL for data manipulation and query of large data sets;...",Canberra ACT,
187,"
    Sarah Cockell Consulting",Data Scientist/Analyst,"
            With a focus on Digital and CRM data sources, you’ll use contemporary programming and data visualisation tools to manipulate and analyse large volumes of data...",Melbourne VIC,
188,"

    University Of Western Australia",Senior Lecturer (NMR),"
            You will also provide leadership and expertise to academic staff and research students in all areas of NMR spectroscopy, including spectrometer operation, data...",Crawley WA,"<span class=""no-wrap"">
                $118,957 - $157,443 a year</span>"
189,"

    The University of Queensland",PhD Scholar,"
            Ready access to clinical EEG and MRI data with an opportunity for hands on clinical data acquisition from babies....",Herston QLD,
190,"

    CSIRO",Wheat quantitative geneticist,"
            We are seeking to appoint a highly motivated and experienced Wheat Scientist to undertake analysis of genetic and breeding data toward development and...",Canberra ACT,"<span class=""no-wrap"">
                $95,000 - $103,000 a year</span>"
191,"

    QBE Insurance",Data Scientist,"
                            Leading analytical conversation with business centred on ""The art of the possible using data science"", exploring data from a modelling perspective, and...",Sydney NSW,
192,"

    ignite",Data Scientist,"
                            Working closely with the Head of Data Analytics Manager and build the capability within their Data Analytics offering....",Sydney NSW,"<span class=""no-wrap"">
                $100,000 - $150,000 a year</span>"
193,"
    Fulsearch",Senior Research Analyst - Industrials (Mid/Small Caps),"
                            Proven ability to critically review and analyse industry data. You will be working for one of Australia's leading sell side equities houses, focussing on...",Sydney NSW,"<span class=""no-wrap"">
                $200,000 - $250,000 a year</span>"
194,"
    Paxus",Data Scientist - Telecom Industry,"
            Are you a Data Scientist looking for your next challenge? Provide mentorship and guidance to other team members, data scientists and engineers....",Melbourne VIC,
195,"
    Jackson Environment and Planning Pty Ltd",Town Planner,"
            Our team is made up of planners, engineers, scientists, procurement, governance and data experts. Jackson Environment and Planning Pty Ltd is a boutique firm...",Sydney NSW,"<span class=""no-wrap"">
                $65,000 - $70,000 a year</span>"
196,"

    Hays",Cyber Data Scientist,"
            Exciting Opportunity for a Cyber Data Scientist. Maintain knowledge of current trends and latest applications in the fields of Advanced Data Analytics, Machine...",Sydney NSW,
197,"
    Opus Recruitment Solutions",Senior Data Scientist,"
            You will be helping businesses to derive value from their own data by designing and implementing innovative analytics algorithms that can include Natural...",Sydney NSW,"<span class=""no-wrap"">
                $100,000 - $200,000 a year</span>"
198,"

    Capstone",Research Analyst (Real Estate Fund Manager),"
Data capture form asset management information, external economic sources. A leading institutional funds management group with circa $15bn under management...",Sydney NSW,"<span class=""no-wrap"">
                $80,000 - $90,000 a year</span>"
199,"
    CCInternational Recruitment",Research Analyst | Quantitative and Qualitative role | Media...,"
            A demonstrated ability to think analytically, extract, analyse and simplify data; An amazing opportunity to work in a high impact media research role within a...",Sydney NSW,"<span class=""no-wrap"">
                $86,000 a year</span>"
200,"

    Peter MacCallum Cancer Centre",Scientist > Germline Curation,"
            Medical Scientists & Other. RY4 - SCIENTIST GR 2 YR 1. Previous experience working in an accredited Diagnostic Molecular Pathology/Genetics laboratory and the...",Melbourne VIC,
201,"
    Western Health Australia",Sleep Scientist,"
            Grade 1 Sleep Scientists undergo training in analysis and reporting of polysomnographic data, and will participate in laboratory quality assurance activities....",Footscray VIC,
202,"

    CSL Behring",Scientist,"
            As a qualified scientist you will be joining the Formulation Development department within the Bioprocess Development group of R&D located at Parkville....",Parkville VIC,
203,"
    Fulsearch",Senior Research Analyst - Industrials (Mid/Small Caps),"
            Proven ability to critically review and analyse industry data. You will be working for one of Australia's leading sell side equities houses, focussing on...",Sydney NSW,"<span class=""no-wrap"">
                $200,000 - $250,000 a year</span>"
204,"

    QBE Insurance",Data Scientist,"
                            Leading analytical conversation with business centred on ""The art of the possible using data science"", exploring data from a modelling perspective, and...",Sydney NSW,
205,"
    Department of Industry - Primary Industries",Project Officer (Grains Data Analysis),"
                            You will also have the ability to undertake complex statistical design and analysis within project timeframes while maintaining a high level of integrity for...",Wagga Wagga NSW,"<span class=""no-wrap"">
                $61,658 - $118,419 a year</span>"
206,"
    Black Cat Data",Data Scientist Intern,"
                            Passionate about data science, big data and AI. Data Science technology. Managing the backend systems and importing new data....",Sydney NSW,
207,"

    Aurec",Data Scientist - Contract,"
Data Scientist - Predictive & Prescriptive modelling - Contract. Due to a large pipeline of work, Aurec has been engaged to recruit experienced and hands on...",Melbourne VIC,
208,"
    Aurec Human Capital Group",Data Scientist - Contract,"
Data Scientist - Predictive & Prescriptive modelling - Contract. Due to a large pipeline of work, Aurec has been engaged to recruit experienced and hands on...",Melbourne VIC,
209,"

    University Of Western Australia",Research Associate / Research Fellow Microscope-in-a-Needle,"
            Our projects are about inventing, engineering, operating and understanding complete systems, from new modes of imaging, to optical and mechanical instrument...",Crawley WA,"<span class=""no-wrap"">
                $67,352 - $91,397 a year</span>"
210,"

    Talent International",Data Scientist / BI Analyst,"
            A good grasp of data science (i.e., data mining) concepts and applications. Extract and transform data for use in data analysis, visualisation, and statistical...",Victoria,
211,"

    Boeing RIV Site",Industrial Engineer - Master Scheduler,"
            Perform flow-time calculations, validates the schedule data with supervisors and produces schedule status data for management....",Melbourne VIC,
212,"

    BHP Billiton",Lead Analysis Standards and Data Visualisation,"
            The team you will be leading is part of a wider, collaborative team of Data Analytics and Data Science professionals....",Queensland,
213,"

    Michael Page",Senior Data Scientist,"
            This senior data scientist role will encompass the following responsibilities:. Job Description This senior data scientist role will encompass the following...",Melbourne VIC,
214,"
    Total Resource Solutions",Data Engineer - AWS,"
Data retrial using API's. Experiencing with cloud based data storage - Azure, Google, AWS. Our client runs one of the largest loyalty datasets in Australia -...",Sydney NSW,"<span class=""no-wrap"">
                $500 a day</span>"
215,"

    Macquarie Group Limited",Manager – Balance Sheet and Statistical Reporting,"
            Good data background which may include reporting, visualisations, analytics. You are a university qualified Project Manager with extensive with project...",Sydney NSW,
216,"

    General Assembly",Career Coach,"
            Highly organised & data conscious. Familiarity with the digital and tech scene in Sydney, and understanding of the local job market (you are going to be...",Sydney NSW,
217,"
    Black Cat Data",Data Scientist Intern,"
                            Passionate about data science, big data and AI. Data Science technology. Managing the backend systems and importing new data....",Sydney NSW,
218,"

    ignite",Data Scientist,"
                            Working closely with the Head of Data Analytics Manager and build the capability within their Data Analytics offering....",Sydney NSW,"<span class=""no-wrap"">
                $100,000 - $150,000 a year</span>"
219,"

    QBE Insurance",Data Scientist,"
                            Leading analytical conversation with business centred on ""The art of the possible using data science"", exploring data from a modelling perspective, and...",Sydney NSW,
220,"
    Department of Industry - Primary Industries",Project Officer (Grains Data Analysis),"
                            You will also have the ability to undertake complex statistical design and analysis within project timeframes while maintaining a high level of integrity for...",Wagga Wagga NSW,"<span class=""no-wrap"">
                $61,658 - $118,419 a year</span>"
221,"

    Michael Page",Senior Data Analyst - Predictive Modelling & Machine Learnin...,"
Data Analysis & Development Location:. Responsible for interrogating databases, data warehouses and other data assets such as SQL databases and Oracle using SQL...",Sydney Western Suburbs NSW,
222,"

    ANZ Banking Group",Lead Data Scientist or Data Architect - Chengdu,"
            An exciting opportunity has just come for you to join ANZ as Lead Data Scientist, Data Engineering Architect, Lead Data Engineer....",Australia,
223,"

    Agilent",Application Chemist,"
            Generating new applications, technical data and proof of performance for Agilent’s Atomic Spectroscopy instruments....",Australia,
224,"

    Microsoft",Software Engineer II,"
            A place where everyone in the world can easily access their books/music/photos/video/any data from anywhere at any time via any means (e.g....",Sydney NSW,
225,"

    Hudson",Reporting/BI Analyst,"
            You'll work closely with the business and data scientists to produce meaningful analytical insights. A strong background working on ETL and Data warehouse...",Melbourne VIC,"<span class=""no-wrap"">
                $450 - $750 a day</span>"
226,"

    Xpand",Senior Data Scientist,"
            Senior Data Scientist. An exponentially growing financial services company with multiple industry awards is seeking Senior Data Scientists to join their team in...",Australia,
227,"
    PHASTAR",Senior Statistician,"
            Our approach ensures high quality consulting and data analysis. PHASTAR have a unique approach to statistical consulting and data analysis....",Sydney NSW,
228,"

    CSL Behring",QC Laboratory Assistant,"
            Graduates or experienced scientists looking to return to the workforce and join CSL will also be considered. The role is critical in ensuring the functioning of...",Broadmeadows VIC,
229,"

    L'Oréal",Sales internship - 12month opportunity,"
            L’Oréal was founded by a scientist and we have always focused on cutting-edge research and innovation. Analyse sales data and make recommendations, work on...",Melbourne VIC,
230,"

    BuzzFeed",Freelance Branded Editor,"
            We have offices in 18 cities around the world and more than 1300 employees including reporters, video producers, data scientists, engineers, brand strategists,...",Sydney NSW,
231,"
    lungfunctiontesting.com.au",Consultant Respiratory / Sleep Physician,"
                            Ideally, we are looking for motivated person who will take an active interest in reviewing lung function laboratory quality control data and policies to ensure...",Sydney NSW,
232,"

    QBE Insurance",Senior Data Scientist,"
                            Senior Data Scientist. Leading analytical conversation with business centred on ""The art of the possible using data science"", exploring data from a modelling...",Sydney NSW,
233,"
    Black Cat Data",Data Scientist Intern,"
                            Passionate about data science, big data and AI. Data Science technology. Managing the backend systems and importing new data....",Sydney NSW,
234,"

    ignite",Data Scientist,"
                            Working closely with the Head of Data Analytics Manager and build the capability within their Data Analytics offering....",Sydney NSW,"<span class=""no-wrap"">
                $100,000 - $150,000 a year</span>"
235,"

    QBE Insurance",Senior Data Scientist,"
                            Senior Data Scientist. Leading analytical conversation with business centred on ""The art of the possible using data science"", exploring data from a modelling...",Sydney NSW,
236,"
    Limelight Consulting Group Pty Ltd","Software Engineer - Scala | Scala Play - Big Data, Machine L...","
            Working within a cross functional team, alongside data scientists and DevOps specialists working on this cutting edge AI driven big data product....",Sydney NSW,
237,"

    Hays",Machine Learning Specialist,"
            You will also get the opportunity to work with interesting subject matter in a team of highly experienced data scientists....",Canberra ACT,
238,"

    CSIRO",Indigenous Cadetships - Data61 Computer Science,"
            This work could also involve data entry, data management, statistical analysis, literature searches and the production of reports and other publications....",Australia,"<span class=""no-wrap"">
                $570 a week</span>"
239,"

    CSIRO",Senior Full Stack Developer,"
            Join CSIRO Data61's team, the largest data innovation group in Australia. CSIRO’s Data61 business unit is the largest data innovation group in Australia,...",Sydney NSW,"<span class=""no-wrap"">
                $109,000 - $128,000 a year</span>"
240,"

    General Assembly",Lead Data Science Immersive Instructor (Full time),"
            We are looking for a Data Scientist to teach our brand new full time class:. You are eager to shape the skills, minds, and trajectories of the newest generation...",Sydney NSW,
241,"
    ANSTO",Senior Scientific Software Engineer,"
            Lead the development of experiment control and data processing tools that support rapid complex data acquisition, analysis and visualisation....",Lucas Heights NSW,
242,"
    Correlate Resources",Customer Data Scientist x2 (JANUARY START CONTRACT),"
            As an experienced Customer Data Scientist the responsibilities of these roles will involve but not be limited to:....",Sydney NSW,"<span class=""no-wrap"">
                $450 - $600 a day</span>"
243,"
    Correlate Resources",Customer Data Scientist x2 (Immediate Contract or Permanant),"
            As an experienced Customer Data Scientist the responsibilities of these roles will involve but not be limited to:....",Sydney NSW,"<span class=""no-wrap"">
                $500 - $650 a day</span>"
244,"

    CSIRO",Lead Software Developer,"
            Join CSIRO’s Data61, the largest data innovation group in Australia. CSIRO’s Data61 business unit is the largest data innovation group in Australia, bringing...",Sydney NSW,"<span class=""no-wrap"">
                $109,000 - $128,000 a year</span>"
245,"

    CSIRO",Chief Scientist Data61,"
            Reporting to the CEO the Chief Scientist of Data61, the largest data innovation group in Australia, you will play a leading role in the development and...",Sydney NSW,
246,"

    QBE Insurance",Data Scientist,"
                            Leading analytical conversation with business centred on ""The art of the possible using data science"", exploring data from a modelling perspective, and...",Sydney NSW,
247,"
    lungfunctiontesting.com.au",Consultant Respiratory / Sleep Physician,"
                            Ideally, we are looking for motivated person who will take an active interest in reviewing lung function laboratory quality control data and policies to ensure...",Sydney NSW,
248,"
    Black Cat Data",Data Scientist Intern,"
                            Passionate about data science, big data and AI. Data Science technology. Managing the backend systems and importing new data....",Sydney NSW,
249,"

    ignite",Data Scientist,"
                            Working closely with the Head of Data Analytics Manager and build the capability within their Data Analytics offering....",Sydney NSW,"<span class=""no-wrap"">
                $100,000 - $150,000 a year</span>"
250,"

    QBE Insurance",Data Scientist,"
                            Leading analytical conversation with business centred on ""The art of the possible using data science"", exploring data from a modelling perspective, and...",Sydney NSW,
251,"

    QBE Insurance",Senior Data Scientist,"
                            Senior Data Scientist. Leading analytical conversation with business centred on ""The art of the possible using data science"", exploring data from a modelling...",Sydney NSW,
252,"

    Macquarie Group Limited",Equity Research Analyst - Small Companies,"
            An opportunity to join our Cash Equities Division in our Sydney-based Small Companies Research franchise is now available. In Australia, we are a full...",Sydney NSW,
253,"

    Macquarie Group Limited",Equity Research Analyst - Banks,"
            Commodities and Global Markets provide clients with an integrated, end-to-end offering across global markets including equities, fixed income, foreign...",Sydney NSW,
254,"
    hipages",Product Manager (Junior to Senior),"
            A data-driven approach to product management and being comfortable leading data scientists to analyse large data sets and extract trends and insights....",Sydney NSW,
255,"
    Digital Gurus",Managing Director - Programmatic & Data,"
            With an expert team of data scientists and R&D engineers, they have built an amazing data visualisation analytics platform which allows rich deep insights, and...",Sydney NSW,"<span class=""no-wrap"">
                $180,000 - $200,000 a year</span>"
256,"

    Victor Chang Cardiac Research Institute",RESEARCH SCIENTIST - CELL PHENOTYPING,"
            Experience with handling and analysing large data sets. The role is a key part of our new cell phenotyping research facility....",Darlinghurst NSW,
257,"

    Victor Chang Cardiac Research Institute",METABOLOMICS RESEARCH SCIENTIST,"
            Experience with the generation and statistical analysis of ‘omics’ data. The Senior Research Officer is an important part of our new Metabolomics Research...",Darlinghurst NSW,
258,"

    AECOM",Professional / Senior Environmental Scientist - IAP,"
            You will also be responsible for key project related tasks as required, which may include studies and assessments, data analysis, technical writing, and...",Sydney NSW,
259,"

    CSIRO",Indigenous Cadetships - Data61 Mathematics & Statistics,"
            This work could also involve data entry, data management, statistical analysis, literature searches and the production of reports and other publications....",Australia,"<span class=""no-wrap"">
                $570 a week</span>"
260,"

    Redbubble",Full-Stack Engineer (Senior),"
            Create a vision with our Product Managers, Designers and Data Scientists to experiment and find creative ways for our customers to find that unique and relevant...",Melbourne VIC,
261,"

    ERM",Environmental Scientist – Permanent,"
            Environmental Scientist – (Melbourne). Fieldwork experience involving environmental data collection (soil and water);...",Melbourne VIC,
262,"
    Department of Industry - Primary Industries",Project Officer (Grains Data Analysis),"
                            You will also have the ability to undertake complex statistical design and analysis within project timeframes while maintaining a high level of integrity for...",Wagga Wagga NSW,"<span class=""no-wrap"">
                $61,658 - $118,419 a year</span>"
263,"
    lungfunctiontesting.com.au",Consultant Respiratory / Sleep Physician,"
                            Ideally, we are looking for motivated person who will take an active interest in reviewing lung function laboratory quality control data and policies to ensure...",Sydney NSW,
264,"
    Black Cat Data",Data Scientist Intern,"
                            Passionate about data science, big data and AI. Data Science technology. Managing the backend systems and importing new data....",Sydney NSW,
265,"

    QBE Insurance",Data Scientist,"
                            Leading analytical conversation with business centred on ""The art of the possible using data science"", exploring data from a modelling perspective, and...",Sydney NSW,
266,"

    QBE Insurance",Senior Data Scientist,"
                            Senior Data Scientist. Leading analytical conversation with business centred on ""The art of the possible using data science"", exploring data from a modelling...",Sydney NSW,
267,"
    lungfunctiontesting.com.au",Consultant Respiratory / Sleep Physician,"
                            Ideally, we are looking for motivated person who will take an active interest in reviewing lung function laboratory quality control data and policies to ensure...",Sydney NSW,
268,"

    Nielsen",Statistical Operations Executive,"
            Conducting data validation studies. Developing and maintaining knowledge in relation to data quality checking algorithms and processes....",Australia,
269,"

    Queensland Government",Scientist Health Practitioner,"
            Pathology Queensland also participates in education, training and clinical research.The purpose of the role is to provide advice with regards to collection of...",Rockhampton QLD,
270,"

    Macquarie Group Limited","Fixed Income Quantitative Analyst, Macquarie Asset Managemen...","
            Are you looking to utilise your exceptional quantitative analysis skills to secure a front office role with a leading Funds management business? Working for...",Sydney NSW,
271,"

    VLC",Transportation Model Developer (Brisbane),"
            Despite our modest size, we have employees from a number of technical disciplines including civil engineers, urban planners, mathematicians, statisticians, data...",Brisbane QLD,
272,"
    Longevity Personal Training and Exercise Physiolog...",Exercise Physiologist - Exercise Scientist - Personal Traine...,"
            Recording data and reporting directly to the CEO. Rare opportunity in Sydney's Eastern Suburbs....",Edgecliff NSW,"<span class=""no-wrap"">
                $50,000 - $65,000 a year</span>"
273,"

    Hudson",Data Scientist,"
            One of our key Government clients are looking to engage services of an experienced Data Scientist on a 12 month contract....",Canberra ACT,
274,"

    AstraZeneca",Computer Systems Validation Specialist,"
            We are looking for a CSV and Data Integrity Specialist to support the Technical Services Department. Demonstrable knowledge of Data Integrity principles and...",New South Wales,
275,"

    University of New South Wales",Postdoctoral Fellow,"
            Experience in handling data scientific data sets including a demonstrated understanding of data management and analysis including emerging data curation...",Paddington NSW,"<span class=""no-wrap"">
                $73,000 - $98,000 a year</span>"
276,"

    RMIT University",PhD Scholarship in Computer Science for large-scale optimisa...,"
            Previous experience in optimization, data analytics, and algorithmic development. The candidate should have strong computer science backgrounds including...",Melbourne City Centre VIC,"<span class=""no-wrap"">
                $30,000 a year</span>"
277,"

    Huxley",Quantitative Analyst,"
            Exploring opportunities to incorporate 'big data' sources into existing processes. 3-5 years of experience in a quantitative finance field....",Sydney NSW,"<span class=""no-wrap"">
                $150 a day</span>"
278,"
    Black Cat Data",Data Scientist Intern,"
                            Passionate about data science, big data and AI. Data Science technology. Managing the backend systems and importing new data....",Sydney NSW,
279,"
    Department of Industry - Primary Industries",Project Officer (Grains Data Analysis),"
                            You will also have the ability to undertake complex statistical design and analysis within project timeframes while maintaining a high level of integrity for...",Wagga Wagga NSW,"<span class=""no-wrap"">
                $61,658 - $118,419 a year</span>"
280,"

    ignite",Data Scientist,"
                            Working closely with the Head of Data Analytics Manager and build the capability within their Data Analytics offering....",Sydney NSW,"<span class=""no-wrap"">
                $100,000 - $150,000 a year</span>"
281,"
    Fulsearch",Senior Research Analyst - Industrials (Mid/Small Caps),"
                            Proven ability to critically review and analyse industry data. You will be working for one of Australia's leading sell side equities houses, focussing on...",Sydney NSW,"<span class=""no-wrap"">
                $200,000 - $250,000 a year</span>"
282,"
    Black Cat Data",Data Scientist Intern,"
                            Passionate about data science, big data and AI. Data Science technology. Managing the backend systems and importing new data....",Sydney NSW,
283,"

    QBE Insurance",Senior Data Scientist,"
                            Senior Data Scientist. Leading analytical conversation with business centred on ""The art of the possible using data science"", exploring data from a modelling...",Sydney NSW,
284,"

    The University of Adelaide",University Postdoctoral Fellow,"
Data management and quality control of large datasets is an integral part of the role. The School of Animal and Veterinary Sciences provides world-class,...",Adelaide SA,"<span class=""no-wrap"">
                $94,135 a year</span>"
285,"
    hipages",Software Engineer - Back End (Mid to Senior),"
            Experience with NoSQL data stores. You’ll be working with an agile cross-functional team consisting of Product Managers, UX/UI Designers, Front End Engineers...",Sydney NSW,
286,"
    Leadbolt",Mobile Advertising Professionals,"
Data Scientists/Analysts with a passion for driving performance enhancing data insights. Are you a Mobile Advertising Professional looking to explore...",Bondi Junction NSW,
287,"
    Anton Murray Consulting",Quantitative Analyst,"
            To do this, you will have access to large data sets, often terabytes of data, containing billions of records daily....",Sydney NSW,"<span class=""no-wrap"">
                $100,000 - $150,000 a year</span>"
288,"

    DigitasLBi",Lead Data Scientist,"
            Lead Data Scientist. Owning end-to-end analytical projects involving data engineering, data mining, data modeling, and business strategy....",Sydney NSW,
289,"

    Teradata",TB Prin. Data Scientist (I),"
            The Data Scientist captures, sorts, and determines what is relevant in the data. The Data Scientist gathers intelligence from the massive streams of data that...",Sydney NSW,
290,"
    ROKT",Product Manager,"
            You will work with an elite team of engineers, designers, data scientists and machine learning experts to create products that improve, personalise and match...",Sydney NSW,
291,"

    Readify","Principal Consultant, Data Solutions Architect","
            As a dependable leader in our business, it’s important that you can display your high-end consulting skills on SQL Data and Business Intelligence including deep...",Sydney NSW,
292,"

    Peoplebank",Machine Learning Project Manager,"
            Looking for a Machine Learning Project Manager in Canberra for a contractual role. Location: Canberra Contract: 4 weeks contract with extension upto June 2019...",Canberra ACT,
293,"

    CSIRO",Indigenous Cadetships - Data61 Engineering,"
            This work could also involve data entry, data management, statistical analysis, literature searches and the production of reports and other publications....",Australia,"<span class=""no-wrap"">
                $570 a week</span>"
294,"

    QBE Insurance",Data Scientist,"
                            Leading analytical conversation with business centred on ""The art of the possible using data science"", exploring data from a modelling perspective, and...",Sydney NSW,
295,"

    ignite",Data Scientist,"
                            Working closely with the Head of Data Analytics Manager and build the capability within their Data Analytics offering....",Sydney NSW,"<span class=""no-wrap"">
                $100,000 - $150,000 a year</span>"
296,"
    Fulsearch",Senior Research Analyst - Industrials (Mid/Small Caps),"
                            Proven ability to critically review and analyse industry data. You will be working for one of Australia's leading sell side equities houses, focussing on...",Sydney NSW,"<span class=""no-wrap"">
                $200,000 - $250,000 a year</span>"
297,"

    VLC",Principal / Senior Strategic Transport Modeller (Sydney),"
            Despite our modest size, we have employees from a number of technical disciplines including transport modellers, economists, civil engineers, urban planners,...",Sydney NSW,
298,"

    CSIRO",Executive Transformation Program Designer,"
            Join CSIRO’s Data61, the largest data innovation group in Australia. Strong communication along with an established understanding of the digital and data...",Sydney NSW,"<span class=""no-wrap"">
                $109,000 - $128,000 a year</span>"
299,"

    CSIRO",Postdoctoral Fellowship in Mineral Systems Geoscience,"
            Interpret mineralogical and geochemical data,. They provide valuable opportunities for scientists and engineers to launch their careers, extend professional...",Perth WA,"<span class=""no-wrap"">
                $83,000 - $91,000 a year</span>"
